HY_ID|TM_Est
6028522|40.548237
6028548|41.194054
6028571|45.147213
6028627|40.62669
6028629|44.693302
6028637|38.44368
6028942|35.66463
6028999|33.165688
6029035|48.361618
6029036|35.820816
6029037|40.058582
6029052|44.82741
6029065|37.663734
6029171|40.510643
6029195|38.07108
6029210|45.910038
6029241|36.156364
6029247|20.211367
6029313|31.800379
6029317|35.85932
6029323|27.149885
6029385|30.703554
6029421|35.22263
6029433|22.738367
6029648|46.641144
6029670|36.6466
6029839|35.723415
6029872|43.16009
6029884|40.9373
6029909|18.75795
6029911|17.197914
6030067|31.698881
6030165|50.709427
6030226|40.735996
6030229|48.089706
6030265|48.32035
6030304|61.074314
6030320|39.85914
6030323|44.650944
6030330|52.94133
6030353|43.65606
6030361|39.619755
6030487|20.795723
6030493|18.922192
6030495|19.545267
6030501|5.445552
6030522|20.545565
6030782|35.4893
6030803|36.907703
6030805|30.570858
6030869|39.915432
6030872|40.644802
6030874|41.24714
6030909|42.609932
6030940|34.966175
6030942|39.541077
6030972|43.05876
6030999|36.67714
6031007|37.54195
6031123|34.773262
6031127|43.010235
6031147|23.37743
6031276|48.90921
6031281|38.0528
6031283|43.75688
6031284|51.017056
6031294|15.889208
6031313|46.07639
6031328|19.277952
6031372|50.557503
6031507|51.416843
6031524|20.15386
6031551|17.134268
6031559|23.40745
6031605|40.57964
6031617|26.77679
6031626|33.468395
6031656|46.55461
6031749|24.672897
6031758|43.980072
6031819|50.77723
6031820|36.312683
6031831|39.285416
6031835|41.755173
6031836|36.064354
6031877|49.284603
6031886|41.670288
6031906|31.778458
6031939|44.764194
6031944|39.04551
6031955|44.643833
6031977|48.696594
6032048|40.19545
6032161|38.80054
6032163|42.39536
6032216|46.527847
6032373|46.04153
6032375|36.476055
6032616|36.475315
6032635|44.51254
6032654|33.9315
6032692|16.476688
6032711|30.646023
6032743|41.260822
6033076|27.852919
6033248|32.294563
6033253|32.928127
6033273|26.20275
6033279|26.15901
6033300|22.91098
6033301|53.899918
6033339|34.222244
6033342|27.823969
6033344|17.478043
6033346|13.080471
6033348|33.961246
6033447|37.00329
6033470|24.765432
6033502|25.777895
6033570|49.42124
6033626|42.9826
6033649|43.38404
6033680|34.1909
6033682|36.073982
6033709|32.679993
6033730|21.844105
6033760|48.674465
6033809|40.641308
6034063|55.222298
6034192|44.229492
6034245|44.114803
6034299|37.603855
6034316|35.725082
6034327|39.54075
6034335|41.8383
6034336|50.627323
6034349|50.073143
6034368|37.05708
6034476|23.52833
6034496|20.155119
6034497|31.010948
6034507|18.104387
6034511|18.019707
6034530|37.4233
6034662|35.38259
6034664|17.264502
6034668|21.676327
6034682|27.249723
6034739|26.665384
6034838|41.518326
6034939|51.567932
6034947|40.777878
6034957|37.049145
6034978|37.58704
6035001|18.697266
6035059|24.965336
6035073|46.557236
6035079|48.18387
6035099|24.249636
6035107|22.462809
6035116|21.975536
6035122|42.2842
6035265|32.231606
6035313|27.441612
6035319|26.734047
6035453|49.423187
6035526|25.088755
6035528|27.304337
6035529|32.875813
6035539|25.643818
6035540|4.473263
6035548|28.483572
6035685|45.200726
6035721|37.00244
6035785|38.101322
6035802|48.194202
6035821|41.234913
6035834|47.711826
6035842|44.34163
6035843|36.370995
6035877|42.14793
6035893|39.026592
6036002|39.577988
6036019|60.34226
6036064|41.480915
6036079|38.38446
6036112|42.672733
6036144|37.475803
6036167|37.348133
6036190|47.08425
6036193|35.41601
6036224|47.05609
6036267|35.64279
6036302|47.485878
6036357|42.878864
6036362|47.193447
6036410|34.70316
6036414|35.11094
6036424|32.023895
6036468|38.297264
6036512|48.556843
6036586|27.869118
6036594|39.420387
6036608|39.613686
6036617|15.808757
6036624|46.65329
6036627|40.35013
6036664|27.05665
6036666|20.138462
6036684|45.423645
6036697|22.118055
6036700|34.045307
6036715|18.460527
6036716|24.409883
6036847|19.851788
6036868|29.27566
6036881|38.95149
6036906|26.602957
6036913|49.48439
6036971|35.20012
6036972|34.62362
6037089|15.991066
6037144|25.823881
6037239|43.884003
6037393|45.329967
6037409|49.471756
6037442|38.779137
6037466|36.102016
6037490|29.189014
6037536|40.21
6037544|48.856598
6037597|36.539894
6037660|53.102856
6037667|36.081024
6037675|33.889297
6037745|48.13245
6037768|16.704363
6037779|36.769108
6037809|39.511787
6037818|44.51761
6037862|38.959408
6037865|53.653313
6037918|38.571995
6037939|43.84194
6037995|46.158596
6038017|40.490776
6038063|37.273052
6038070|51.53904
6038123|30.210093
6038192|38.184086
6038236|33.847137
6038281|43.705063
6038299|39.255157
6038343|30.352888
6038347|29.236626
6038470|32.519325
6038474|31.148308
6038493|24.392149
6038504|37.56707
6038507|42.8633
6038513|44.7993
6038538|14.743085
6038566|16.501362
6038573|19.06514
6038898|42.16789
6038902|47.028313
6038977|50.029495
6038986|48.51543
6038993|41.838203
6039007|46.38659
6039010|46.34658
6039011|56.092045
6039020|45.04911
6039039|23.130047
6039176|17.998642
6039192|20.356934
6039207|22.83208
6039333|31.226246
6039353|42.066017
6039371|40.35396
6039641|39.07431
6039661|38.14871
6039669|44.461903
6039708|44.892113
6039776|26.286839
6039810|25.975399
6039833|17.639988
6039849|25.784622
6039864|18.181604
6039934|18.67902
6039968|37.384315
6039971|40.888638
6040235|36.809647
6040439|40.775806
6040498|37.53746
6040553|42.588272
6040555|45.73487
6040615|45.453667
6040627|52.664406
6040854|30.868134
6040929|47.598072
6040931|36.457306
6041082|34.087654
6041132|43.614456
6041234|33.867813
6041235|35.13219
6041255|39.97307
6041323|34.915565
6041356|25.986948
6041373|27.419806
6041400|20.450186
6041407|17.040773
6041411|15.36002
6041493|54.906143
6041561|49.68424
6041565|38.52755
6041645|35.550823
6041687|27.18674
