HY_ID|TM_Est
6028522|62.861153
6028548|53.48415
6028571|76.333824
6028627|65.66708
6028629|86.55617
6028637|57.20759
6028942|58.101627
6028999|61.03454
6029035|93.79378
6029036|40.500862
6029037|36.33786
6029052|71.63893
6029065|58.461926
6029171|60.504517
6029195|60.22829
6029210|68.506454
6029241|52.779644
6029247|50.317352
6029313|64.29294
6029317|56.6575
6029323|48.981632
6029385|37.11812
6029421|50.689774
6029433|32.3575
6029648|83.09791
6029670|54.958103
6029839|53.711315
6029872|55.942207
6029884|87.87908
6029909|33.92073
6029911|24.753405
6030067|66.097115
6030165|80.092735
6030226|65.32192
6030229|82.004486
6030265|78.44663
6030304|90.73487
6030320|54.565765
6030323|65.7639
6030330|89.26406
6030353|89.52896
6030361|71.01025
6030487|21.485163
6030493|44.25308
6030495|62.848885
6030501|6.5469093
6030522|30.783121
6030782|53.865223
6030803|45.07479
6030805|45.2358
6030869|59.899624
6030872|83.82727
6030874|71.23653
6030909|58.571644
6030940|44.264385
6030942|56.36405
6030972|64.46593
6030999|55.47035
6031007|65.99452
6031123|44.27384
6031127|64.122765
6031147|53.886276
6031276|91.139755
6031281|59.66279
6031283|83.60975
6031284|95.22252
6031294|26.55604
6031313|87.09119
6031328|39.820774
6031372|88.23449
6031507|94.29015
6031524|45.838333
6031551|40.94617
6031559|54.431736
6031605|64.332016
6031617|62.76
6031626|65.532616
6031656|89.639175
6031749|62.571415
6031758|89.31968
6031819|81.78506
6031820|53.170242
6031831|69.0882
6031835|58.559372
6031836|75.486145
6031877|86.53791
6031886|67.34449
6031906|56.200882
6031939|76.491615
6031944|59.919918
6031955|71.29518
6031977|69.99512
6032048|62.79575
6032161|63.057785
6032163|66.85134
6032216|70.140854
6032373|92.63959
6032375|60.53063
6032616|70.851974
6032635|69.50586
6032654|51.847866
6032692|38.350403
6032711|63.01166
6032743|61.106483
6033076|95.90789
6033248|37.862873
6033253|37.862873
6033273|56.24061
6033279|51.34369
6033300|36.1143
6033301|146.79439
6033339|42.443382
6033342|17.733929
6033344|21.18084
6033346|15.702456
6033348|36.901104
6033447|50.021732
6033470|59.131966
6033502|81.470955
6033570|133.03616
6033626|63.68243
6033649|71.01465
6033680|55.083565
6033682|68.34063
6033709|76.21631
6033730|56.631554
6033760|80.319664
6033809|82.52478
6034063|91.373764
6034192|61.612926
6034245|67.280235
6034299|59.303158
6034316|47.615517
6034327|60.571354
6034335|67.622635
6034336|89.72046
6034349|81.76723
6034368|57.432316
6034476|40.10153
6034496|35.35365
6034497|50.63969
6034507|37.80517
6034511|38.66835
6034530|46.38997
6034662|53.84289
6034664|120.68363
6034668|25.952602
6034682|47.906868
6034739|59.021843
6034838|61.83523
6034939|84.80149
6034947|71.58026
6034957|49.622334
6034978|65.665596
6035001|33.031593
6035059|54.138332
6035073|79.15073
6035079|90.7001
6035099|43.72267
6035107|67.133156
6035116|26.705315
6035122|81.47079
6035265|47.09088
6035313|54.92912
6035319|50.060436
6035453|119.85709
6035526|125.57098
6035528|41.119045
6035529|64.122536
6035539|35.872368
6035540|19.152313
6035548|48.788273
6035685|63.388344
6035721|57.212383
6035785|58.273937
6035802|97.23742
6035821|51.843952
6035834|77.078636
6035842|83.33861
6035843|78.83209
6035877|56.713974
6035893|51.084286
6036002|56.29636
6036019|109.449425
6036064|68.45147
6036079|67.0604
6036112|80.17948
6036144|47.00508
6036167|59.22905
6036190|84.612
6036193|54.06837
6036224|69.32977
6036267|51.57512
6036302|77.38187
6036357|84.55075
6036362|84.71794
6036410|65.431244
6036414|73.853546
6036424|130.0238
6036468|54.42054
6036512|111.243164
6036586|67.465096
6036594|61.63574
6036608|81.12671
6036617|13.2502165
6036624|88.91872
6036627|118.75637
6036664|40.0563
6036666|44.975018
6036684|76.90594
6036697|30.793991
6036700|68.80584
6036715|18.993023
6036716|52.66305
6036847|54.399353
6036868|111.381355
6036881|61.410263
6036906|53.12609
6036913|79.97517
6036971|44.847233
6036972|44.219776
6037089|53.066532
6037144|-0.48865658
6037239|61.953327
6037393|69.02808
6037409|78.2734
6037442|65.298325
6037466|70.69296
6037490|69.06084
6037536|69.50752
6037544|72.247955
6037597|61.050793
6037660|91.28321
6037667|64.35639
6037675|41.867912
6037745|69.45287
6037768|18.796354
6037779|64.93758
6037809|56.793
6037818|66.11832
6037862|74.58342
6037865|90.37916
6037918|70.9983
6037939|65.53263
6037995|79.32771
6038017|67.23418
6038063|64.57977
6038070|112.78501
6038123|38.439957
6038192|56.473194
6038236|49.46743
6038281|73.93814
6038299|59.286427
6038343|29.327515
6038347|35.728287
6038470|49.84037
6038474|48.057056
6038493|42.659355
6038504|56.777107
6038507|64.77712
6038513|70.67771
6038538|46.459538
6038566|32.555706
6038573|50.34132
6038898|60.93295
6038902|85.247765
6038977|96.940926
6038986|78.88671
6038993|58.061043
6039007|64.9498
6039010|77.32139
6039011|84.23774
6039020|73.032555
6039039|62.435085
6039176|38.106224
6039192|58.4173
6039207|28.767487
6039333|85.919624
6039353|52.675194
6039371|74.418144
6039641|62.14526
6039661|62.74698
6039669|63.082695
6039708|55.656437
6039776|44.832134
6039810|52.15749
6039833|42.33898
6039849|55.513584
6039864|72.26933
6039934|32.99239
6039968|85.95592
6039971|84.82837
6040235|42.38667
6040439|67.616516
6040498|56.52086
6040553|67.77291
6040555|96.4757
6040615|62.223488
6040627|70.88201
6040854|57.928497
6040929|78.01959
6040931|44.972546
6041082|52.519413
6041132|65.593834
6041234|34.860924
6041235|52.22128
6041255|73.58639
6041323|45.177067
6041356|56.352074
6041373|44.97918
6041400|37.467255
6041407|33.658306
6041411|7.5079947
6041493|104.03488
6041561|90.391075
6041565|59.081482
6041645|56.336517
6041687|28.655338
6041694|70.079605
6041703|69.551636
6041705|10.844955
6041813|59.72946
6041996|72.248146
6042006|62.372078
6042016|97.588234
6042151|64.695694
6042295|39.375385
6042306|57.534744
6042311|55.340973
6042316|54.676926
6042325|53.00184
6042361|72.70191
6042380|34.01662
6042473|72.21378
6042498|43.58291
6042654|45.284813
6042655|55.71387
6042677|69.687965
6042707|11.4948635
6042735|22.065435
6042764|83.8692
6042824|49.961727
6042827|73.39819
6042836|59.529907
6042969|16.057922
6042972|38.793232
6042996|98.839386
6043016|68.0228
6043040|35.776096
6043053|81.19639
6043056|105.52131
6043208|-3.4190614
6043243|27.351433
6043244|10.186511
6043361|63.386944
6043432|68.24673
6043516|72.874275
6043533|83.41188
6043573|57.178844
6043610|75.720634
6043630|64.85303
6043639|65.37971
6043640|75.06548
6043653|62.673313
6043655|55.681664
6043675|70.00929
6043682|83.54905
6043706|45.781635
6043715|59.03181
6043726|66.208275
6043739|52.149982
6043775|70.45767
6043793|55.209362
6043798|91.594795
6043813|64.76477
6043814|78.2633
6043921|67.194786
6043949|73.85725
6075773|62.534946
6075911|102.9369
6076152|63.690315
6076330|106.034096
6076353|49.918545
6076361|68.45774
6076653|78.582016
6076913|70.32756
6076953|69.225365
6077090|70.59615
6077246|61.369663
6077512|78.06045
6077631|81.81416
6077861|81.487526
6078456|65.20811
6078525|68.08783
6078527|53.033432
6078530|64.985466
6078531|64.985466
6078532|40.089115
6078549|79.91647
6078556|95.4105
6078755|50.10964
6078756|71.66868
6078764|62.675125
6078807|73.42371
6078810|68.236374
6078811|108.139244
6078823|63.555004
6078832|65.77368
6078833|74.799774
6078836|76.60689
6079039|50.56005
6079069|97.61925
6079169|55.536762
6079204|66.706215
6079414|80.71696
6079895|47.690258
6079941|84.77601
6080008|80.97025
6080057|55.272896
6080110|77.38193
6080208|71.09933
6080375|40.840576
6080382|75.22146
6080540|81.840126
6080674|79.58105
6080710|72.84689
6081016|63.36358
6081048|90.59256
6081165|38.799904
6081182|70.37001
6081211|52.553543
6081298|73.93324
6081470|134.26427
6081562|65.15714
6081711|103.78225
