HY_ID|TM_Est
6028522|61.406864
6028548|70.14124
6028571|65.948074
6028627|59.32597
6028629|78.07652
6028637|71.971245
6028942|64.83032
6028999|71.84563
6029035|92.34121
6029036|61.608772
6029037|58.91148
6029052|66.53708
6029065|56.11127
6029171|78.62441
6029195|69.41603
6029210|91.88461
6029241|54.733196
6029247|53.807713
6029313|59.512638
6029317|82.252335
6029323|63.81882
6029385|49.770294
6029421|55.604828
6029433|39.33379
6029648|76.24616
6029670|57.28401
6029839|65.3978
6029872|63.574944
6029884|70.94337
6029909|39.2561
6029911|31.606565
6030067|79.31029
6030165|97.03167
6030226|79.19232
6030229|77.75331
6030265|93.542175
6030304|111.06433
6030320|70.34452
6030323|81.56118
6030330|98.206535
6030353|101.39264
6030361|57.138195
6030487|36.950684
6030493|55.897274
6030495|25.4769
6030501|6.7954416
6030522|50.626556
6030782|59.919365
6030803|58.66266
6030805|59.413055
6030869|65.4897
6030872|85.447876
6030874|68.10664
6030909|70.91226
6030940|58.158787
6030942|70.56315
6030972|79.1488
6030999|64.25144
6031007|70.54444
6031123|69.43601
6031127|90.61429
6031147|36.115475
6031276|74.24055
6031281|75.23709
6031283|70.6383
6031284|82.28034
6031294|19.179268
6031313|64.68716
6031328|40.29986
6031372|89.67159
6031507|88.66464
6031524|27.17836
6031551|51.6675
6031559|46.26744
6031605|69.67377
6031617|56.721767
6031626|79.0656
6031656|75.78104
6031749|28.871384
6031758|82.3653
6031819|93.57562
6031820|60.606567
6031831|62.928745
6031835|76.63277
6031836|69.72002
6031877|106.14397
6031886|89.80353
6031906|76.46948
6031939|95.056854
6031944|72.24348
6031955|72.22149
6031977|68.23581
6032048|58.376465
6032161|77.27249
6032163|71.5477
6032216|83.60824
6032373|81.022064
6032375|64.63009
6032616|50.46491
6032635|67.65443
6032654|70.27082
6032692|47.45761
6032711|61.386864
6032743|76.457634
6033076|76.76305
6033248|52.308582
6033253|52.524643
6033273|60.54383
6033279|39.085342
6033300|50.509968
6033301|116.35636
6033339|51.181396
6033342|37.546326
6033344|33.391468
6033346|33.15649
6033348|53.13871
6033447|63.13295
6033470|69.631935
6033502|71.74876
6033570|113.2352
6033626|81.38831
6033649|84.3645
6033680|78.29723
6033682|66.79347
6033709|74.40723
6033730|58.693573
6033760|76.27329
6033809|71.07588
6034063|98.07252
6034192|65.20552
6034245|63.415657
6034299|75.326744
6034316|56.0604
6034327|67.991035
6034335|62.557705
6034336|92.402504
6034349|71.280655
6034368|60.92229
6034476|50.804142
6034496|47.40311
6034497|75.55597
6034507|27.223007
6034511|28.752295
6034530|64.449615
6034662|57.367264
6034664|81.739136
6034668|56.692036
6034682|61.18539
6034739|53.955853
6034838|65.50787
6034939|96.95274
6034947|73.42946
6034957|61.389324
6034978|64.170975
6035001|21.063513
6035059|58.319637
6035073|79.260506
6035079|87.065956
6035099|52.112926
6035107|62.871555
6035116|28.91697
6035122|86.027756
6035265|51.150856
6035313|44.97778
6035319|72.39232
6035453|120.96113
6035526|80.47895
6035528|42.02052
6035529|59.94077
6035539|66.589584
6035540|14.88128
6035548|72.98307
6035685|76.67631
6035721|72.98811
6035785|73.08504
6035802|86.17847
6035821|66.22823
6035834|87.469574
6035842|72.13509
6035843|70.43016
6035877|81.56615
6035893|70.623604
6036002|75.822
6036019|158.00703
6036064|90.237564
6036079|73.53889
6036112|75.6417
6036144|59.564857
6036167|66.970604
6036190|85.6278
6036193|58.72725
