HY_ID|TM_Est
6028522|69.11273
6028548|65.67632
6028571|83.22178
6028627|68.800545
6028629|87.07423
6028637|66.12696
6028942|72.713295
6028999|67.60396
6029035|99.56596
6029036|67.594284
6029037|45.99293
6029052|72.054344
6029065|70.65687
6029171|73.794205
6029195|68.09176
6029210|82.00382
6029241|67.02567
6029247|36.10011
6029313|65.83153
6029317|97.19734
6029323|45.413055
6029385|51.228275
6029421|44.27662
6029433|28.143854
6029648|84.9505
6029670|68.303764
6029839|69.47436
6029872|82.42493
6029884|52.547577
6029909|49.552933
6029911|30.693682
6030067|78.01636
6030165|90.43169
6030226|68.90521
6030229|79.09429
6030265|73.11595
6030304|115.61689
6030320|70.07619
6030323|82.09271
6030330|93.49876
6030353|86.57798
6030361|67.25847
6030487|39.051853
6030493|43.555416
6030495|41.46012
6030501|-12.696538
6030522|43.56948
6030782|64.77663
6030803|55.282604
6030805|54.44983
6030869|67.06291
6030872|73.869095
6030874|75.87251
6030909|70.29339
6030940|60.111794
6030942|65.303955
6030972|69.90055
6030999|68.723305
6031007|78.69492
6031123|66.09036
6031127|74.87492
6031147|37.262043
6031276|95.69378
6031281|72.05335
6031283|92.76818
6031284|104.072716
6031294|29.769047
6031313|94.125694
6031328|45.413692
6031372|111.17431
6031507|90.45609
6031524|38.469463
6031551|44.35872
6031559|48.51382
6031605|61.540657
6031617|68.279854
6031626|81.282455
6031656|79.559685
6031749|36.900166
6031758|84.87259
6031819|87.36728
6031820|64.65168
6031831|62.90131
6031835|68.380844
6031836|53.910282
6031877|97.591576
6031886|77.20384
6031906|71.703384
6031939|84.95924
6031944|70.978966
6031955|88.80387
6031977|76.26738
6032048|71.86774
6032161|69.12132
6032163|68.26145
6032216|88.809166
6032373|86.55216
6032375|63.32415
6032616|56.519466
6032635|82.52155
6032654|74.18034
6032692|38.955795
6032711|63.000336
6032743|68.540184
6033076|71.206825
6033248|55.536663
6033253|56.77567
6033273|45.348713
6033279|46.96964
6033300|56.52017
6033301|130.01033
6033339|48.151596
6033342|40.268066
6033344|30.267958
6033346|31.116978
6033348|48.45734
6033447|58.97336
6033470|59.573902
6033502|56.49718
6033570|106.36829
6033626|69.9398
6033649|70.50435
6033680|78.34486
6033682|73.92674
6033709|69.58716
6033730|44.745266
6033760|89.97391
6033809|65.13669
6034063|96.88521
6034192|74.72422
6034245|78.89568
6034299|68.0186
6034316|56.25457
6034327|65.318115
6034335|67.38943
6034336|92.890884
6034349|90.54915
6034368|70.01648
6034476|43.511757
6034496|43.76957
6034497|71.7404
6034507|31.84721
6034511|34.066517
6034530|74.22717
6034662|59.830437
6034664|89.9013
6034668|44.1699
6034682|66.09378
6034739|72.17456
6034838|68.3203
6034939|86.73946
6034947|84.74063
6034957|67.52157
6034978|75.3529
6035001|31.125498
6035059|63.208523
6035073|86.5618
6035079|94.313126
6035099|44.465656
6035107|61.45866
6035116|27.16314
6035122|89.85479
6035265|60.585804
6035313|46.780823
6035319|69.85003
6035453|127.93613
6035526|65.89022
6035528|43.936836
6035529|58.45971
6035539|67.574234
6035540|6.524716
6035548|45.544773
6035685|78.659096
6035721|70.591324
6035785|64.32551
6035802|97.60284
6035821|69.33342
6035834|80.928185
6035842|73.45992
6035843|66.85081
6035877|76.42978
6035893|72.800095
6036002|66.139534
6036019|132.30687
6036064|93.00522
6036079|76.633224
6036112|75.144615
6036144|66.8727
6036167|68.38223
6036190|80.213776
6036193|60.123074
6036224|73.183464
6036267|67.30869
6036302|75.24358
6036357|87.61254
6036362|96.29884
6036410|75.92043
6036414|64.45294
6036424|97.17809
6036468|62.94
6036512|90.409325
6036586|67.07851
6036594|71.89748
6036608|83.21038
6036617|29.237362
6036624|84.810234
6036627|91.4012
6036664|46.722668
6036666|45.176117
6036684|85.129845
6036697|43.39927
6036700|76.505714
6036715|40.80066
6036716|40.36249
6036847|55.01411
6036868|56.522804
6036881|68.035484
6036906|44.82851
6036913|83.6361
6036971|52.930893
6036972|52.132595
