HY_ID|TM_Est
6028522|63.2211
6028548|60.51603
6028571|74.97416
6028627|66.38277
6028629|78.17579
6028637|57.089424
6028942|57.965416
6028999|48.558846
6029035|96.085754
6029036|52.455345
6029037|60.08588
6029052|71.13072
6029065|59.8185
6029171|68.06762
6029195|58.70862
6029210|73.34387
6029241|58.34669
6029247|49.053436
6029313|60.74194
6029317|64.4781
6029323|52.784454
6029385|42.119522
6029421|53.02797
6029433|36.98096
6029648|72.565025
6029670|55.27973
6029839|49.71459
6029872|61.478054
6029884|69.31004
6029909|40.320393
6029911|37.35042
6030067|59.60847
6030165|85.727875
6030226|62.965057
6030229|72.74388
6030265|73.44739
6030304|95.03464
6030320|56.93365
6030323|68.74996
6030330|97.05032
6030353|92.09055
6030361|68.5566
6030487|41.706097
6030493|48.401527
6030495|41.906563
6030501|10.490126
6030522|33.57075
6030782|61.91118
6030803|46.658813
6030805|49.57931
6030869|62.057243
6030872|72.03205
6030874|62.527336
6030909|64.12547
6030940|43.443047
6030942|57.37719
6030972|67.12626
6030999|56.955315
6031007|61.968376
6031123|58.85541
6031127|71.14901
6031147|65.09519
6031276|83.66276
6031281|57.291874
6031283|76.89282
6031284|84.74915
6031294|19.742945
6031313|83.94167
6031328|43.75297
6031372|91.65203
6031507|90.70045
6031524|44.6061
6031551|42.819267
6031559|51.386303
6031605|61.914066
6031617|55.69852
6031626|67.026596
6031656|87.15571
6031749|54.30261
6031758|68.96193
6031819|80.72161
6031820|55.001877
6031831|67.49618
6031835|66.956604
6031836|70.30794
6031877|87.30201
6031886|66.878075
6031906|57.952538
6031939|72.710846
6031944|61.7891
6031955|80.763794
6031977|81.14174
6032048|66.08123
6032161|59.941124
6032163|65.74329
6032216|70.67669
6032373|83.794975
6032375|57.55658
6032616|55.551445
6032635|68.32157
6032654|57.924652
6032692|37.30983
6032711|69.79936
6032743|56.173576
6033076|81.81836
6033248|46.479923
6033253|46.479923
6033273|54.00674
6033279|54.06398
6033300|53.414726
6033301|114.37113
6033339|53.843803
6033342|39.35601
6033344|34.974083
6033346|26.438564
6033348|46.17723
6033447|55.39738
6033470|54.999043
6033502|66.97853
6033570|101.57454
6033626|65.49459
6033649|70.04929
6033680|74.881676
6033682|69.51075
6033709|82.42936
6033730|54.0272
6033760|84.13847
6033809|69.54088
6034063|91.06547
6034192|66.58485
6034245|67.70037
6034299|57.96957
6034316|54.61905
6034327|59.782124
6034335|63.02692
6034336|90.48251
6034349|94.025215
6034368|54.56582
6034476|59.17148
6034496|41.920853
6034497|56.26269
6034507|52.80858
6034511|39.7494
6034530|55.34783
6034662|55.802795
6034664|67.905396
6034668|27.004892
6034682|53.329483
6034739|65.32282
6034838|63.662544
6034939|85.42938
6034947|68.486244
6034957|58.495785
6034978|61.731956
6035001|42.49707
6035059|62.91558
6035073|78.40124
6035079|86.452995
6035099|52.86992
6035107|61.309868
6035116|29.662079
6035122|74.47515
6035265|58.04755
6035313|50.78654
6035319|52.709595
6035453|108.78906
6035526|73.85731
6035528|55.901978
6035529|68.28531
6035539|41.800426
6035540|18.259981
6035548|54.190884
6035685|77.2494
6035721|59.054825
6035785|60.95773
6035802|93.021996
6035821|62.2884
6035834|78.92021
6035842|85.277985
