HY_ID|TM_Est
6028522|55.505085
6028548|55.827778
6028571|63.649773
6028627|54.788094
6028629|61.747437
6028637|53.447697
6028942|40.8246
6028999|40.389427
6029035|68.16045
6029036|51.00315
6029037|54.309074
6029052|59.37317
6029065|53.998207
6029171|60.285767
6029195|51.99048
6029210|61.460365
6029241|49.53913
6029247|19.889471
6029313|38.106194
6029317|45.74378
6029323|34.47164
6029385|58.650654
6029421|53.927776
6029433|36.438023
6029648|58.262344
6029670|53.57288
6029839|42.439163
6029872|62.490738
6029884|56.70371
6029909|28.59927
6029911|30.391624
6030067|40.244957
6030165|52.695087
6030226|54.374504
6030229|62.393166
6030265|56.56076
6030304|76.62807
6030320|49.63155
6030323|57.38338
6030330|66.89517
6030353|67.1528
6030361|64.50461
6030487|22.72779
6030493|19.122238
6030495|20.809822
6030501|-8.320419
6030522|31.515333
6030782|39.703026
6030803|54.105278
6030805|43.45143
6030869|54.879974
6030872|57.170692
6030874|58.035416
6030909|47.82225
6030940|47.846313
6030942|60.597588
6030972|50.419235
6030999|43.51579
6031007|49.682526
6031123|54.294006
6031127|61.212322
6031147|32.365692
6031276|67.43222
6031281|54.454865
6031283|49.685066
6031284|57.75937
6031294|19.72263
6031313|67.53624
6031328|31.615892
6031372|56.293972
6031507|63.734554
6031524|19.237295
6031551|24.070457
6031559|40.180798
6031605|57.402576
6031617|24.142555
6031626|45.685062
6031656|59.617428
6031749|38.496517
6031758|61.19112
6031819|63.687763
6031820|49.767494
6031831|56.24536
6031835|72.50504
6031836|52.349167
6031877|63.590466
6031886|72.46825
6031906|40.897736
6031939|58.134254
6031944|55.109768
6031955|65.16457
6031977|66.78167
6032048|53.050037
6032161|51.07753
6032163|45.638817
6032216|62.083252
6032373|64.74363
6032375|50.456455
6032616|52.843822
6032635|53.747
6032654|40.664288
6032692|15.244043
6032711|49.33169
6032743|63.04089
6033076|38.796516
6033248|40.92761
6033253|44.29718
6033273|27.75977
6033279|18.769104
6033300|31.694092
6033301|76.171555
6033339|45.574875
6033342|34.124516
6033344|22.804005
6033346|17.580885
6033348|48.67022
6033447|53.63377
6033470|38.61301
6033502|32.723392
6033570|68.473526
6033626|60.683353
6033649|52.178955
6033680|42.207214
6033682|51.79877
6033709|56.896206
6033730|35.015427
6033760|69.02336
6033809|59.800278
6034063|67.72647
6034192|65.3597
6034245|58.899845
6034299|51.77265
6034316|45.618202
6034327|54.160778
6034335|56.270145
6034336|74.67562
6034349|76.29316
6034368|48.694485
6034476|44.326267
6034496|21.99442
6034497|36.550465
6034507|23.013195
6034511|17.564547
6034530|54.197304
6034662|43.65885
6034664|20.996773
6034668|18.68573
6034682|33.137783
6034739|24.057547
6034838|56.914726
6034939|64.47891
6034947|54.44895
6034957|47.153606
6034978|46.41889
6035001|31.005325
6035059|36.72809
6035073|48.617653
6035079|55.948643
6035099|39.497047
6035107|26.61673
6035116|19.408691
6035122|51.124233
6035265|59.22609
6035313|21.690407
6035319|30.751091
6035453|65.54906
6035526|36.25604
6035528|37.73191
6035529|50.61359
6035539|39.96547
6035540|-3.844759
6035548|35.14379
6035685|64.905556
6035721|50.393726
6035785|40.435318
6035802|67.964714
6035821|51.63901
6035834|60.75462
6035842|49.278206
6035843|42.21634
6035877|59.800667
6035893|51.537407
6036002|64.356964
6036019|73.81323
6036064|73.56072
6036079|42.06739
6036112|55.352615
6036144|51.841408
6036167|54.44895
6036190|68.59958
6036193|37.218235
6036224|63.871265
6036267|50.320324
6036302|68.845955
6036357|49.18967
6036362|60.180725
6036410|36.98684
6036414|43.780956
6036424|42.641914
6036468|54.475464
6036512|50.281578
6036586|44.444393
6036594|54.73507
6036608|49.946945
6036617|17.180239
6036624|61.252552
6036627|64.9865
6036664|33.40924
6036666|35.069447
6036684|61.843666
6036697|21.510353
6036700|43.81703
6036715|20.032255
6036716|39.74608
6036847|19.237295
6036868|40.350613
6036881|56.00574
6036906|26.275394
6036913|54.216316
6036971|51.078396
6036972|51.078396
6037089|15.601714
6037144|37.552517
6037239|56.392296
6037393|59.76839
6037409|68.90871
6037442|63.405766
6037466|49.06303
6037490|33.342377
6037536|51.898018
6037544|65.18242
6037597|52.48139
6037660|78.550804
6037667|48.313896
6037675|53.45926
6037745|62.172573
6037768|16.01564
6037779|58.412376
6037809|50.956352
6037818|59.988926
6037862|67.05533
6037865|75.013336
6037918|52.713295
6037939|59.006927
6037995|55.058456
6038017|52.23191
6038063|54.86693
6038070|76.09076
6038123|58.546364
6038192|52.788815
6038236|38.18655
6038281|61.13201
6038299|54.910767
6038343|50.039543
6038347|42.571438
6038470|47.51911
6038474|44.49943
6038493|21.522793
6038504|38.90728
6038507|49.502098
6038513|61.113934
6038538|16.82461
6038566|22.220999
6038573|17.835384
6038898|55.878147
6038902|55.762604
6038977|75.82726
6038986|68.55672
6038993|62.076138
6039007|69.28142
6039010|65.19453
6039011|76.10412
6039020|63.83151
6039039|44.42764
6039176|15.116343
6039192|20.907846
6039207|30.811758
6039333|33.808704
6039353|53.51668
6039371|43.93615
6039641|52.347336
6039661|55.20489
6039669|54.44938
6039708|48.695194
6039776|30.389269
6039810|39.496307
6039833|19.731766
6039849|35.81131
6039864|13.817005
6039934|26.487732
6039968|47.24359
6039971|55.903862
6040235|51.284916
6040439|57.902634
6040498|43.51579
6040553|51.27555
6040555|59.3799
6040615|52.557995
6040627|71.75518
6040854|46.799778
6040929|69.93957
6040931|57.82092
6041082|44.802578
6041132|60.53507
6041234|50.151268
6041235|46.946114
6041255|44.24914
6041323|47.441666
6041356|16.657887
6041373|31.61226
6041400|21.99442
6041407|19.379185
6041411|15.476845
6041493|77.6904
6041561|67.20148
6041565|49.974674
6041645|58.614845
6041687|47.172787
6041694|28.838806
6041703|61.73971
6041705|-2.2359042
6041813|61.72985
6041996|66.91516
6042006|64.14308
6042016|64.77308
6042151|70.37288
6042295|20.076962
6042306|38.14032
6042311|33.151897
6042316|30.00266
6042325|36.415382
6042361|60.449646
6042380|36.617752
6042473|58.495796
6042498|37.489002
6042654|15.060253
6042655|14.248466
6042677|39.04086
6042707|25.48227
6042735|15.060253
6042764|21.08537
6042824|41.33774
6042827|65.02515
6042836|58.528152
6042969|15.323291
6042972|17.180239
6042996|77.95102
6043016|57.392384
6043040|22.520138
6043053|48.519638
6043056|65.5386
6043208|-4.78161
6043243|18.259525
6043244|15.427205
6043361|62.41697
6043432|59.496685
6043516|52.483868
6043533|57.65017
6043573|75.83832
6043610|63.949944
6043630|60.005672
6043639|29.864616
6043640|65.629875
6043653|47.22734
6043655|60.414326
6043675|62.109055
6043682|60.9096
6043706|59.13578
6043715|54.827473
6043726|73.34568
6043739|27.07652
6043775|30.25517
6043793|49.984596
6043798|72.11412
6043813|54.824867
6043814|69.42542
6043921|41.940166
6043949|56.559624
6075773|49.81427
6075911|64.52629
6076152|63.57179
6076330|71.5949
6076353|51.118225
6076361|59.72993
6076653|60.78866
6076913|62.995544
6076953|51.34136
6077090|47.060783
6077246|51.89999
6077512|58.825703
6077631|59.089222
6077861|58.334976
6078456|53.1044
6078525|60.720608
6078527|51.15803
6078530|25.854395
6078531|25.854395
6078532|17.577993
6078549|64.22082
6078556|77.55433
6078755|27.831488
6078756|61.32354
6078764|45.173515
6078807|74.57169
6078810|66.974
6078811|63.046967
6078823|32.22277
6078832|41.75744
6078833|54.09703
6078836|44.793365
6079039|52.141
6079069|52.840157
6079169|58.46478
6079204|66.09774
6079414|63.829353
6079895|62.061234
6079941|74.85372
6080008|64.46689
6080057|45.105854
6080110|66.35455
6080208|53.860035
6080375|35.100765
6080382|52.592205
6080540|54.167652
6080674|56.163433
6080710|48.525543
6081016|56.75542
6081048|66.266846
6081165|57.327503
6081182|59.684113
6081211|52.72522
6081298|62.02995
6081470|63.65809
6081562|63.169052
6081711|75.045876
6081722|73.214035
6081727|65.89327
6081731|62.80658
6081995|48.90715
6082399|46.309746
6082403|53.182484
6082633|52.558537
6082942|47.8361
6082954|55.95403
6083174|54.78153
6083374|47.7142
6083491|64.07344
6083648|60.571945
6083655|47.150776
6083727|59.79773
6083728|67.55943
6083729|70.51889
6083731|64.157135
6083744|47.761818
6083746|53.40041
6083749|60.54377
6083763|56.460957
6083804|61.6271
6084075|44.617886
6084076|51.286987
6084081|62.25331
6084248|69.81851
6084251|51.22033
6084268|69.6525
6128918|36.374657
6343683|76.49952
6353948|57.18181
6354034|49.517273
6354035|48.626087
6354708|55.42437
6354896|65.16772
6710950|25.832525
6711042|34.90436
6711055|66.042305
